,loss0,loss10,loss20,loss30,loss40,loss50,loss60,loss70,loss80,loss90,loss100,loss110,loss120,loss130,loss140,loss150,loss160,loss170,loss180,loss190,loss200,loss210,loss220,loss230,loss240,loss250,loss260,loss270,loss280,loss290,loss300,loss310,loss320,loss330,loss340,loss350,loss360,loss370,loss380
0,0.09686766564846039,0.030314726755023003,0.02969392202794552,0.024055175483226776,0.025204775854945183,0.024742817506194115,0.025379084050655365,0.03948481008410454,0.05208664759993553,0.05430956184864044,0.027853338047862053,0.028718331828713417,0.017491212114691734,0.017085624858736992,0.018942425027489662,0.020120661705732346,0.014965996146202087,0.017069300636649132,0.020710203796625137,0.013361756689846516,0.009808238595724106,0.012310873717069626,0.010465351864695549,0.010874434374272823,0.011195519007742405,0.011809071525931358,0.007424597162753344,0.00805348064750433,0.008090261369943619,0.00909911748021841,0.009597253985702991,0.0073115210980176926,0.006891645025461912,0.0075260126031935215,0.008897013030946255,0.008944688364863396,0.006945403758436441,0.007814418524503708,0.003515033284202218
1,0.10028006881475449,0.02868310734629631,0.028309619054198265,0.023547718301415443,0.028560783714056015,0.015758855268359184,0.024221066385507584,0.034384772181510925,0.05770157277584076,0.05981657654047012,0.02324887551367283,0.03216877952218056,0.01761229708790779,0.01605340465903282,0.013270496390759945,0.015250814147293568,0.012941650114953518,0.015826819464564323,0.015433992259204388,0.015201197937130928,0.013162855058908463,0.013442054390907288,0.01086277887225151,0.0114304693415761,0.007330108433961868,0.007630084175616503,0.010983339510858059,0.006013855338096619,0.008494200184941292,0.009692246094346046,0.009040717966854572,0.008897420018911362,0.006508301477879286,0.007556289900094271,0.00737089803442359,0.008529522456228733,0.0066931783221662045,0.008896292187273502,0.006863505579531193
2,0.08596010506153107,0.0304566640406847,0.036781348288059235,0.018703710287809372,0.02179444208741188,0.028045855462551117,0.01986801251769066,0.028878428041934967,0.05512894317507744,0.05242612957954407,0.0280268806964159,0.020810341462492943,0.01731829345226288,0.019893061369657516,0.01785868965089321,0.01909930631518364,0.01946752704679966,0.013113562949001789,0.02237008325755596,0.021324343979358673,0.013808819465339184,0.011126784607768059,0.010973743163049221,0.010589816607534885,0.013934297487139702,0.008303351700305939,0.010718357749283314,0.00801642145961523,0.006027347408235073,0.011106114834547043,0.010212094523012638,0.011025396175682545,0.008003119379281998,0.007868161424994469,0.005288880318403244,0.006464958190917969,0.0077498541213572025,0.008747813291847706,0.0049665141850709915
3,0.09036374092102051,0.026788676157593727,0.02981802634894848,0.02868797816336155,0.026790164411067963,0.02602579817175865,0.02364911325275898,0.03872191905975342,0.04400695487856865,0.05150914564728737,0.027660295367240906,0.021705420687794685,0.018155233934521675,0.019268188625574112,0.01894034445285797,0.01495266892015934,0.015547137707471848,0.014524566009640694,0.011143308132886887,0.018321387469768524,0.016841551288962364,0.014436960220336914,0.014433592557907104,0.009095924906432629,0.008914308622479439,0.011563743464648724,0.00860754307359457,0.008045541122555733,0.007018578238785267,0.01091982051730156,0.008382736705243587,0.008070040494203568,0.008405289612710476,0.0092322351410985,0.007385235279798508,0.011096993461251259,0.0065861898474395275,0.005184783134609461,0.006516070105135441
4,0.08673573285341263,0.035886526107788086,0.02721361070871353,0.01997770555317402,0.02175639569759369,0.019943516701459885,0.021342899650335312,0.03754628822207451,0.04669469594955444,0.05058195814490318,0.027152515947818756,0.020646944642066956,0.016368864104151726,0.013472064398229122,0.014923095703125,0.024625282734632492,0.02099248394370079,0.016597960144281387,0.009275458753108978,0.016781017184257507,0.010832649655640125,0.01183613482862711,0.010188108310103416,0.012563878670334816,0.01078055240213871,0.007882068865001202,0.008146521635353565,0.009558186866343021,0.009211522527039051,0.007331785745918751,0.007150545716285706,0.009081048890948296,0.01220890786498785,0.006724124774336815,0.008893312886357307,0.007904423400759697,0.008530287072062492,0.007153574842959642,0.004627690650522709
5,0.08703524619340897,0.03034328855574131,0.02349509298801422,0.02329704724252224,0.02570374868810177,0.024864017963409424,0.01519160345196724,0.038437262177467346,0.047574132680892944,0.046166516840457916,0.032311055809259415,0.024766817688941956,0.017988530918955803,0.01714620180428028,0.014995655044913292,0.017559198662638664,0.018791869282722473,0.01619235798716545,0.017531678080558777,0.016225654631853104,0.012008492834866047,0.014702953398227692,0.01202451903373003,0.008871855214238167,0.009783421643078327,0.012007927522063255,0.011486057192087173,0.008733939379453659,0.00799879152327776,0.010866660624742508,0.010622736066579819,0.005787453148514032,0.008733676746487617,0.009815813042223454,0.006053175777196884,0.010723915882408619,0.006326743867248297,0.009117506444454193,0.006145339459180832
6,0.08332070708274841,0.026414994150400162,0.026341279968619347,0.02574528008699417,0.020428964868187904,0.019322030246257782,0.020247699692845345,0.033630937337875366,0.04296979308128357,0.04512115940451622,0.02535887435078621,0.02017257735133171,0.021688392385840416,0.016144726425409317,0.011010298505425453,0.018946727737784386,0.016579097136855125,0.016079530119895935,0.01686951331794262,0.01606910116970539,0.010709456168115139,0.015466831624507904,0.01323672104626894,0.00869442243129015,0.011027836240828037,0.01073058508336544,0.009464536793529987,0.007708977907896042,0.0074020749889314175,0.009473485872149467,0.010028603486716747,0.004457622300833464,0.011175396852195263,0.009160744957625866,0.007207769434899092,0.006115394178777933,0.007543455343693495,0.008923899382352829,0.008798073045909405
7,0.08950499445199966,0.02820819616317749,0.022179119288921356,0.027921684086322784,0.01923593319952488,0.026143429800868034,0.020062915980815887,0.032025065273046494,0.04882136359810829,0.0431438684463501,0.02675866335630417,0.02073083445429802,0.02249573916196823,0.010839487425982952,0.014369280077517033,0.017646901309490204,0.020468151196837425,0.010571875609457493,0.016935918480157852,0.016961295157670975,0.014872201718389988,0.012694285251200199,0.015001205727458,0.00753276189789176,0.007755042985081673,0.005270169582217932,0.009103884920477867,0.010178170166909695,0.009007412008941174,0.010013556107878685,0.00631108321249485,0.007386571727693081,0.007293918635696173,0.008342438377439976,0.006346386391669512,0.009833374060690403,0.007520058657974005,0.007306152954697609,0.009594617411494255
8,0.09101469069719315,0.033964045345783234,0.02377224713563919,0.03487859293818474,0.024422796443104744,0.012861361727118492,0.019148211926221848,0.03113657236099243,0.04632877558469772,0.04752141982316971,0.023361461237072945,0.02440824918448925,0.020952237769961357,0.016949409618973732,0.020557930693030357,0.015752552077174187,0.013630803674459457,0.0132632777094841,0.011906982399523258,0.018589172512292862,0.010818876326084137,0.007550064940005541,0.011452368460595608,0.010274948552250862,0.009755613282322884,0.011969720013439655,0.005855639465153217,0.009497745893895626,0.009877343662083149,0.007120776921510696,0.009474379010498524,0.010332657024264336,0.006006890442222357,0.010553773492574692,0.008038967847824097,0.007642772048711777,0.008303687907755375,0.010496777482330799,0.00557765131816268
9,0.0803283154964447,0.03209402412176132,0.014951253309845924,0.027727250009775162,0.025706805288791656,0.01958356611430645,0.022846680134534836,0.0383031852543354,0.049000032246112823,0.043226055800914764,0.02873055823147297,0.02102917619049549,0.020428506657481194,0.013843744061887264,0.014827116392552853,0.020916689187288284,0.019996250048279762,0.013771402649581432,0.015895811840891838,0.02083413302898407,0.01898619718849659,0.008525007404386997,0.008657913655042648,0.010874561965465546,0.006221710238605738,0.01090917270630598,0.011111064814031124,0.005898743402212858,0.006536609027534723,0.010976388119161129,0.010274438187479973,0.0066849952563643456,0.007488195318728685,0.007170858792960644,0.0061886184848845005,0.008947175927460194,0.007045587990432978,0.009040514938533306,0.005831258837133646
10,0.07935093343257904,0.035045552998781204,0.030836980789899826,0.03619057312607765,0.026391202583909035,0.018202053382992744,0.01725608855485916,0.032665688544511795,0.04117661342024803,0.04047003760933876,0.02790423110127449,0.020270731300115585,0.022395238280296326,0.01464073732495308,0.014219671487808228,0.014482401311397552,0.014859342947602272,0.013019698671996593,0.012344526126980782,0.017747947946190834,0.01666935347020626,0.014624549075961113,0.01450376957654953,0.011401585303246975,0.006667500361800194,0.007804831024259329,0.009937933646142483,0.009855175390839577,0.010121758095920086,0.011189742013812065,0.00931217148900032,0.0117875374853611,0.0072778696194291115,0.009654588997364044,0.008536061272025108,0.008140324614942074,0.00804699957370758,0.007867569103837013,0.007233274169266224
11,0.08849835395812988,0.029759656637907028,0.025289537385106087,0.024129072204232216,0.032275665551424026,0.01905636116862297,0.015613961964845657,0.028276851400732994,0.03618570789694786,0.04016539826989174,0.02846408076584339,0.024326784536242485,0.01701299101114273,0.012520943768322468,0.014471990056335926,0.0172125194221735,0.027401063591241837,0.018077373504638672,0.01687064953148365,0.02065298892557621,0.012408366426825523,0.010492621921002865,0.01289091445505619,0.008259080350399017,0.00937405601143837,0.007952316664159298,0.008206586353480816,0.008035989478230476,0.009287620894610882,0.007227015681564808,0.007932106964290142,0.007221803069114685,0.009160423651337624,0.01018106285482645,0.010539592243731022,0.007087701465934515,0.0064607891254127026,0.007561510894447565,0.005686677526682615
12,0.08657814562320709,0.026523539796471596,0.03249657154083252,0.029219867661595345,0.022246114909648895,0.022137077525258064,0.022930419072508812,0.034317173063755035,0.0426565445959568,0.04320947080850601,0.025278110057115555,0.018096784129738808,0.022268736734986305,0.019169870764017105,0.019167736172676086,0.016899941489100456,0.019367864355444908,0.01911412924528122,0.021681325510144234,0.018397925421595573,0.015218389220535755,0.0117952860891819,0.011922059580683708,0.007645745761692524,0.007124926894903183,0.007688617333769798,0.010489191859960556,0.0087048951536417,0.00900917500257492,0.007298259064555168,0.00886920839548111,0.005021824035793543,0.004547789692878723,0.013092235662043095,0.00791602861136198,0.007733659353107214,0.0086475545540452,0.011165615171194077,0.004899177700281143
13,0.08218708634376526,0.03158336132764816,0.030699223279953003,0.02213050238788128,0.02502681501209736,0.014976314269006252,0.02867911010980606,0.03607435151934624,0.03581215441226959,0.03544123098254204,0.02354123815894127,0.016899654641747475,0.016571294516324997,0.009964564815163612,0.018960006535053253,0.0225827693939209,0.018624085932970047,0.01655816100537777,0.014138595201075077,0.020375316962599754,0.017088348045945168,0.014231052249670029,0.010259916074573994,0.008983556181192398,0.012900609523057938,0.007758692372590303,0.009397822432219982,0.008159350603818893,0.010118959471583366,0.0059270914644002914,0.010260919108986855,0.013496384024620056,0.007968754507601261,0.006754960864782333,0.007722870912402868,0.007661668583750725,0.005486318375915289,0.006212885957211256,0.009870890527963638
