,loss0,loss20,loss40,loss60,loss80,loss100,loss120,loss140,loss160,loss180,loss200,loss220,loss240,loss260,loss280,loss300,loss320,loss340,loss360,loss380
0,0.1141992062330246,0.036455657333135605,0.05515134334564209,0.04142694175243378,0.06226164475083351,0.029482541605830193,0.03422904759645462,0.02441728115081787,0.035037390887737274,0.03166486322879791,0.030609173700213432,0.028516830876469612,0.014135364443063736,0.016890035942196846,0.009460748173296452,0.017278162762522697,0.012596314772963524,0.012057802639901638,0.0073592811822891235,0.004667516332119703
1,0.1450241357088089,0.03857025131583214,0.040837612003088,0.02495783008635044,0.05561039224267006,0.030877433717250824,0.0453895702958107,0.03378266096115112,0.02662150375545025,0.030705301091074944,0.02324589341878891,0.01992219127714634,0.01633516699075699,0.019490676000714302,0.023019341751933098,0.014175469055771828,0.015705935657024384,0.0077109504491090775,0.0173732191324234,0.019135732203722
2,0.10360310226678848,0.04307621717453003,0.04214966669678688,0.04365567862987518,0.06549976766109467,0.041532002389431,0.03814322128891945,0.018913354724645615,0.04627371206879616,0.03288831561803818,0.028241341933608055,0.00996189471334219,0.01714077778160572,0.01367830391973257,0.015584409236907959,0.010775015689432621,0.012097805738449097,0.009665040299296379,0.01031916681677103,0.012429509311914444
3,0.0909305289387703,0.06025856360793114,0.04214482381939888,0.06294441968202591,0.04955435171723366,0.03661062940955162,0.043253395706415176,0.03480251133441925,0.03091317228972912,0.03069804422557354,0.03188428655266762,0.027721388265490532,0.033881280571222305,0.012479373253881931,0.020138850435614586,0.012838595546782017,0.019665416330099106,0.009812249802052975,0.02114994265139103,0.010647754184901714
4,0.08303198218345642,0.050771888345479965,0.042727310210466385,0.04794033616781235,0.06528870761394501,0.03390500321984291,0.03563495725393295,0.033492185175418854,0.031645745038986206,0.028257941827178,0.03463758900761604,0.021609831601381302,0.012744066305458546,0.01507418230175972,0.01715640164911747,0.010708522982895374,0.0194783303886652,0.01346003357321024,0.019294602796435356,0.007471546996384859
5,0.1216072291135788,0.03479067236185074,0.04745469242334366,0.04583204165101051,0.08019760996103287,0.035980213433504105,0.024447720497846603,0.03046540729701519,0.025958335027098656,0.035467419773340225,0.025533370673656464,0.026439694687724113,0.012930489145219326,0.016043147072196007,0.015378731302917004,0.009979554452002048,0.017544331029057503,0.013720936141908169,0.01245779637247324,0.01172590535134077
6,0.08926065266132355,0.04602478817105293,0.04486708715558052,0.03495807573199272,0.05975811555981636,0.038612522184848785,0.022406119853258133,0.03138822317123413,0.030911559239029884,0.040948059409856796,0.02669026330113411,0.03696160390973091,0.019856899976730347,0.0117128761485219,0.01087142527103424,0.016010988503694534,0.01129262987524271,0.011358349584043026,0.009426642209291458,0.0214800164103508
7,0.09786016494035721,0.061948951333761215,0.04777882248163223,0.043238069862127304,0.058369848877191544,0.03791287541389465,0.027607440948486328,0.02333296649158001,0.03410518169403076,0.028150834143161774,0.025880228728055954,0.023474525660276413,0.022552043199539185,0.01941862888634205,0.011736086569726467,0.009686613455414772,0.009802937507629395,0.014549845829606056,0.005761450622230768,0.007851211354136467
8,0.12746764719486237,0.06023767963051796,0.04665618762373924,0.04963940009474754,0.04599199444055557,0.05140106379985809,0.03265956789255142,0.028730541467666626,0.028051011264324188,0.03136584535241127,0.019656797870993614,0.020009808242321014,0.015813980251550674,0.0168598759919405,0.015999548137187958,0.01376402098685503,0.011167795397341251,0.011514284648001194,0.007960373535752296,0.024248166009783745
9,0.09072617441415787,0.0367249995470047,0.023294823244214058,0.03583122789859772,0.051855091005563736,0.03238588944077492,0.038814280182123184,0.03072073869407177,0.030843131244182587,0.01624579168856144,0.02999444678425789,0.026283659040927887,0.027818549424409866,0.02665054239332676,0.014347919262945652,0.007705740164965391,0.0076111541129648685,0.012919244356453419,0.009240744635462761,0.00894884392619133
